0
//EventName              	DropZen   	ItemDropRate   	ItemDropCount   SetItemDropRate   	ItemDropType   	Fireworks	
"DG Silver Chest 1"	 		90000	   	80		  		3		  		0		    		0		  	 	1
end

1
//Section   Type   MinLevel   MaxLevel   Skill   Luck   Option   Excellent
12          15     0          0          0       0      0        0	//Chaos
12          15     0          0          0       0      0        0	//Chaos
12          15     0          0          0       0      0        0	//Chaos
12          15     0          0          0       0      0        0	//Chaos
12          15     0          0          0       0      0        0	//Chaos
12          15     0          0          0       0      0        0	//Chaos
14          13     0          0          0       0      0        0	//Bless
14          13     0          0          0       0      0        0	//Bless
14          13     0          0          0       0      0        0	//Bless
14          13     0          0          0       0      0        0	//Bless
14          13     0          0          0       0      0        0	//Bless
14          13     0          0          0       0      0        0	//Bless
14          13     0          0          0       0      0        0	//Bless
14          13     0          0          0       0      0        0	//Bless
14          13     0          0          0       0      0        0	//Bless
14          13     0          0          0       0      0        0	//Bless
14          13     0          0          0       0      0        0	//Bless
14          14     0          0          0       0      0        0	//Soul
14          14     0          0          0       0      0        0	//Soul
14          14     0          0          0       0      0        0	//Soul
14          14     0          0          0       0      0        0	//Soul
14          14     0          0          0       0      0        0	//Soul
14          14     0          0          0       0      0        0	//Soul
14          14     0          0          0       0      0        0	//Soul
14          14     0          0          0       0      0        0	//Soul
14          14     0          0          0       0      0        0	//Soul
14          14     0          0          0       0      0        0	//Soul
14          14     0          0          0       0      0        0	//Soul
14          16     0          0          0       0      0        0
14          22     0          0          0       0      0        0
end
